"incident_id","operation_name","incident_title","date","incident_type","strike_type","confirmed","origin_lat","origin_lng","origin_label","origin_sublabel","target_lat","target_lng","target_label","target_sublabel","summary","target_type","platform_or_unit","result_outcome","tags","source_type","is_retaliation","is_covert","is_first_use","disputed"
"il-southern-lebanon-raid","Op. Northern Arrows","IDF Special Ops: Southern Lebanon Ground Raids","Oct 1 2024","strike","sof","TRUE","33.24","35.55","Israel — Metula region","IDF Northern Command","33.15","35.15","Lebanon — Southern border","Hezbollah command hideouts","In a limited incursion on Oct 1, 2024, Israeli ground forces conducted targeted raids into southern Lebanon. The operations, backed by air force and artillery fire, struck Hezbollah positions in border villages near Israeli communities. No Israeli casualties were reported, and Hezbollah claimed its fighters repelled the attacks. These precision raids aimed to gather intelligence and degrade Hezbollah's frontline capabilities. They marked the first sustained Israeli ground movement across the Blue Line since Hezbollah fired rockets at Israeli border towns, significantly raising the stakes on the northern front.","Hezbollah positions","IDF Golani Brigade","0","Soufan Center (Northern Front briefing Oct2024); IISS (Lebanon security report)","curated","purple;blue;red;gold","TRUE","FALSE","FALSE"
"ir-truepromise2","Op. Northern Arrows","Iranian Ballistic Missiles at Israel (True Promise II)","Oct 1 2024","strike","missile","TRUE","35.69","51.39","Iran — various launch sites","IRGC Aerospace Force","31.77","34.65","Israel — Northern and Central regions","Civilian and military areas","Iran launched a volley of ~200 ballistic missiles at Israel on Oct 1, 2024 (early morning), Israel said. The strike, intended as revenge for Israel's Lebanon operations, saw IAF interceptors engage incoming missiles. Israel reported minimal damage and no casualties. The U.S. helped Israel thwart the attack. The barrage significantly escalated hostilities, as it was the largest direct Iranian attack on Israel to date. Israel warned of strong retaliation, marking a critical flashpoint in the Iran–Israel confrontation.","Mixed (civilian/military)","IRGC Missile Brigades","Several launch barracks and missile depots likely destroyed (Israel claim)","IRAN;ISRAEL;BALLISTIC MISSILE;INTERCEPT;ESCALATION","curated","TRUE","FALSE","FALSE","FALSE"
"il-strikes-iran","Op. Northern Arrows","Israeli Air Offensive: Strikes on Iran (Operation Inherent Resolve)","Oct 25-26 2024","strike","fighter","TRUE","31.21","35.01","Israel — Nevatim AFB","IAF F-15I / F-16I fighter wings","35.07","44.40","Iran — Tehran/Ilam provinces","IRGC missile factories","Over Oct 25-26, 2024 Israel launched a major airstrike campaign deep into Iran. Strikes hit IRGC facilities near Tehran, Parchin missile complex, and sites in western Iran (Ilam, Khuzestan) with bunker-penetrating munitions. Iran reported limited damage and said it shot down or deterred the jets. The raids were explicitly retaliation for Iran's Oct 1 missile assault. This was the first massive Israeli aerial strike on Iran itself, signaling a severe escalation. Iran blamed Israeli light warheads and claimed minimal impact. Analysts noted damage to Parchin missile labs confirming hits.","Military-industrial sites","IAF F-15I / F-16I strike package","Multiple IRGC missile production buildings destroyed; Iranian air defences engaged with little success","ISRAEL;IRAN;AIRSTRIKE;F-15I;IRGC;ESCALATION;MISSILE LABS","curated","TRUE","FALSE","FALSE","FALSE"
"lb-haifa-fadi","Op. Northern Arrows","Hezbollah Fadi-1 Missiles: First Direct Hit on Haifa","Oct 7 2024","strike","missile","TRUE","33.55","35.55","Lebanon — East Lebanon border","Hezbollah Fadi-1 missile unit","32.82","34.99","Israel — Haifa","Urban neighborhoods","Hezbollah fired a barrage of Fadi-1 long-range missiles at northern Israel on Oct 7, 2024, the first direct attack on the city of Haifa. At least two rockets struck Haifa (27 km from Lebanon), causing building damage and wounding civilians, while others hit Tiberias. Israel intercepted several projectiles, but the attack demonstrated Hezbollah's ability to reach Israel's third-largest city. The IDF immediately launched counter-strikes on Hezbollah command infrastructure in Beirut and southern Lebanon. The event marked a new intensity in the cross-border war and prompted international appeals to prevent escalation.","Urban residential area","Hezbollah missile brigade (Fadi-1 battalion)","Damage to Haifa apartment blocks; 10 civilians wounded (roof shrapnel)","LEBANON;ISRAEL;FADI-1;MISSILE;HAIFA;CIVILIAN CASUALTIES;ESCALATION","curated","TRUE","FALSE","FALSE","FALSE"
"ss-lucas-debut","Task Force Scorpion Strike","LUCAS Combat Debut: First US One-Way Attack Drones vs. Iran","Feb 28, 2026","strike","drone","true","29.5","47.6","US Army / CENTCOM AORR (Kuwait / Middle East)","Task Force Scorpion Strike — under SOCCENT","32.0","49.5","Iran — IRGC Command Nodes + Air Defense + Missile Sites","Multiple fixed military targets across western and central Iran","CENTCOM's Task Force Scorpion Strike (TFSS) deployed the Low-cost Unmanned Combat Attack System (LUCAS) in combat for the first time in history during Operation Epic Fury. Formed in December 2025 under SOCCENT after SecDef Hegseth directed 'Unleashing US Military Drone Dominance' in July 2025, TFSS employed ground-launched LUCAS drones against IRGC command and control nodes, air defense assets, missile launch infrastructure, and military airfields. The LUCAS is a reverse-engineered Shahed-136 built by Arizona-based SpektreWorks — a V-shaped delta-wing loitering munition powered by a DA-215 two-cylinder engine, ~10ft long, 8ft wingspan, ~$35,000 per unit. It features autonomous coordination, Starlink terminals enabling swarm networking, and can be launched via catapult, RATO, or vehicle-based systems. A LUCAS was first ship-launched from USS Santa Barbara (LCS) in December 2025. CENTCOM announced: 'These low-cost drones, modeled after Iran's Shahed drones, are now delivering American-made retribution.' A malfunction video of an early LUCAS launch circulated on social media but was unconfirmed by CENTCOM.","IRGC C2 / air defense / missile infrastructure / military airfields","Task Force Scorpion Strike (TFSS) — SOCCENT","First combat use confirmed — targets struck, BDA classified","LUCAS FIRST USE|DRONE SWARM|SHAHED CLONE|TASK FORCE SCORPION|SOCCENT|$35K DRONE","curated","false","false","true","false"
"ss-ship-launch-test","Task Force Scorpion Strike","LUCAS Ship-Launch Test: USS Santa Barbara (LCS)","Dec 18, 2025","strike","drone","true","26.5","57.0","USS Santa Barbara (LCS-32) — Persian Gulf","CENTCOM AOR — first ship-based LUCAS test","26.5","57.0","Persian Gulf — Test Range","Two weeks after TFSS announced; first naval LUCAS fire","Two weeks after CENTCOM announced Task Force Scorpion Strike, US Navy personnel test-fired a LUCAS drone from the Independence-class Littoral Combat Ship USS Santa Barbara (LCS-32) in the Persian Gulf — the first ship-based launch of the system. CENTCOM Commander Adm. Brad Cooper posted 'Bravo Zulu' on social media confirming the test. The launch demonstrated the potential for LCS vessels to serve as LUCAS motherships, extending LUCAS's reach into the maritime domain and setting conditions for sea-based one-way attack drone operations alongside Task Force 59 (maritime drone task force).","Test range — demonstration","Task Force Scorpion Strike + US Navy (CENTCOM AOR)","Test successful","LUCAS|LCS|NAVAL DRONE|TASK FORCE 59|FIRST SHIP LAUNCH|PRE-COMBAT PROOF","curated","false","false","true","false"
"il-lebanon-hezbollah-march2026","Op. Roaring Lion","IDF Offensive Campaign: Hezbollah Enters War (Op. Roaring Lion Northern Front)","Mar 2–4, 2026","strike","fighter","true","32.0","35.0","Israel (IAF + IDF Northern Command)","Ramat David + multiple IAF bases; northern ground forces","33.87","35.5","Beirut (Dahiyeh) + Southern Lebanon + Beqaa Valley","Hezbollah military infrastructure, C2, communications, Radwan Force","Hezbollah broke the November 2024 ceasefire on March 1–2, 2026, firing missiles and drones at Israeli bases — Ramat David airbase, Camp Yitzhak, and the Meron monitoring base — declaring it was 'revenge for the blood of Supreme Leader Khamenei.' It was the first Hezbollah cross-border attack since the 2024 ceasefire. Israel responded with an immediate IDF offensive campaign across Lebanon. Within 48 hours: dozens of strikes hit Dahiyeh (south Beirut Hezbollah stronghold), southern Lebanon, and the Beqaa Valley. Hezbollah intelligence chief Hussein Makled was killed overnight Mar 2. Al-Manar TV headquarters and al-Nour radio station were struck. Israel issued evacuation orders to 50+ villages and 59 areas including Dahiyeh neighborhoods. IDF ground forces pushed into southern Lebanon in a new incursion on Mar 3, seizing 'strategic areas' and commanding high ground. Lebanon's army pulled back from at least 7 border positions. 30,000+ displaced. IDF Chief of Staff Zamir declared: 'We have begun an offensive campaign against Hezbollah. We are not just on defense, now we go on the offense.' Netanyahu authorized IDF to 'advance and take control of additional commanding areas in Lebanon.' Israel is calling up tens of thousands of reservists near the Lebanese border, fueling speculation of deeper ground invasion.","Hezbollah military HQ / C2 / communications / missile infrastructure / Radwan Force / intelligence apparatus","IDF Northern Command + IAF","IDF offensive campaign ongoing; ground incursion in progress; Hezbollah ceasefire broken; 30,000+ displaced in Lebanon","HEZBOLLAH|CEASEFIRE BROKEN|DAHIYEH|GROUND INCURSION|BEIRUT|RADWAN FORCE|MULTI-FRONT|KHAMENEI REVENGE","curated","true","false","false","false"
"il-lebanon-hzb-intel-chief","Op. Roaring Lion","Targeted Strike: Hezbollah Intelligence Chief Hussein Makled Killed","Mar 2, 2026","strike","sof","true","32.0","35.0","IDF (IAF — classified strike platform)","Precision airstrike on senior Hezbollah leadership","33.87","35.5","Beirut area — Hezbollah intelligence HQ location","Senior Hezbollah intelligence commander","Overnight March 2–3, 2026, Israel conducted a precision strike in the Beirut area killing Hussein Makled, identified by the IDF as the head of Hezbollah's intelligence headquarters. The IDF stated Makled was responsible for 'forming the intelligence picture using various intelligence collection tools to provide the Hezbollah terror organization with intelligence assessments regarding IDF troops and the State of Israel.' Simultaneously, the IDF struck a key Radwan Force operative in southern Lebanon. Defense Minister Katz publicly declared Hezbollah chief Naim Qassem 'a marked target for elimination.' Reports also indicated strikes were targeting Naim Qassem himself and Mohammad Raad (head of Hezbollah's parliamentary bloc) — Raad's whereabouts were unknown and his body was being searched for in rubble per Al Hadath.","Hezbollah intelligence headquarters — senior commander","IDF / IAF (precision airstrike — platform classified)","Hezbollah intelligence chief killed; Radwan Force operative killed; Qassem designated 'marked target'; Raad status unknown","MAKLED KIA|HEZBOLLAH INTELLIGENCE|DECAPITATION|QASSEM TARGETED|RAAD UNKNOWN","curated","false","false","false","false"
"il-lebanon-prewar-strikes","Op. Roaring Lion","IDF Pre-War Hezbollah Degradation: Nov 2024–Feb 2026 Ceasefire Strikes","Nov 2024–Feb 2026","strike","fighter","true","32.0","35.0","Israel (IAF Northern Command)","Continuous ceasefire-period targeted elimination campaign","33.5","35.6","Southern Lebanon + Beqaa Valley + North of Litani","Hezbollah missile array, Radwan Unit, engineering infrastructure","During the November 2024–February 2026 ceasefire period, the IDF continued targeted strikes against Hezbollah across Lebanon on a near-daily basis, citing Hezbollah's failure to disarm and withdraw per the ceasefire terms. By the time Hezbollah entered the war in March 2026, the IDF had: eliminated 267+ Hezbollah operatives (confirmed via open source); killed 20 operatives in February 2026 alone (44 total strikes that month, a 50% decrease from January's 88 strikes); destroyed engineering vehicles used to rehabilitate terror infrastructure; targeted weapons depots in civilian areas (with advance warnings); struck rocket launchers and Radwan Unit camps; and maintained 5 border positions in Lebanese territory. February 2026 strikes included killing 8 Hezbollah missile force operatives in Beqaa Valley, including a 'commander' — one of the deadliest ceasefire-period strikes. Strike geography: south of Litani, north of Litani (increasing), and Beqaa Valley (consistent presence).","Hezbollah missile array / Radwan Unit / engineering department / air defense / sector commanders","IDF Northern Command + IAF","267+ Hezbollah operatives eliminated; Hezbollah missile and engineering arrays significantly degraded; Radwan Unit leadership attrited","267 OPERATIVES|CEASEFIRE STRIKES|RADWAN UNIT|MISSILE ARRAY|CONTINUOUS ATTRITION|BEQAA VALLEY","curated","false","false","false","false"
"epicfury-southnavhq-bandarabbas-20260301","Op. Epic Fury","Strike: Southern Forward Naval Headquarters (Bandar Abbas)","March 1, 2026","strike","airstrike","TRUE","","","Unknown (U.S./Israel)","Platforms not specified in public reporting","27.15296","56.23988","Bandar Abbas","Southern Forward Naval Headquarters (Artesh Navy) / naval HQ complex (reported)","CTP-ISW assessed that U.S. and Israeli strikes hit Iran’s Southern Forward Naval Headquarters in Bandar Abbas on March 1; Reuters also reported Trump said strikes largely destroyed Iran’s naval headquarters while claiming multiple Iranian warships destroyed.","Naval HQ / C2","U.S./Israeli strike package (unspecified)","Naval HQ hit / degraded (reported)","NAVAL HQ;BANDAR ABBAS;C2","curated","FALSE","FALSE","FALSE","FALSE"
"epicfury-konarak-navalbase-20260301","Op. Epic Fury","Konarak Naval District Strike: Bayandor & Naghdi Reported Sunk","March 1, 2026","strike","airstrike","TRUE","","","Unknown (U.S./Israel)","Platforms not specified; BDA from commercial satellite imagery","25.299523","60.429359","Konarak Naval Base / Naval Basin","Artesh Navy 3rd Naval District base area (reported)","CTP-ISW reported that satellite imagery captured March 1 showed U.S. strikes at Konarak sinking IRIS Bayandor and IRIS Naghdi; Reuters satellite imagery also showed extensive destruction at Konarak including destroyed naval vessels/buildings.","Naval base / warships","U.S./Israeli strike package (unspecified)","Warships reported sunk; base heavily damaged","KONARAK;BAYANDOR;NAGHDI;NAVAL STRIKE","curated","FALSE","FALSE","FALSE","FALSE"
"epicfury-chabahar-jamaran-sunk-20260301","Op. Epic Fury","Chabahar Pier Strike: Jamaran-class/Moudge Warship Reported Sunk","March 1, 2026","strike","naval strike","TRUE","","","U.S. forces (CENTCOM)","Reported at/near Chabahar pier (Gulf of Oman)","25.29278","60.64972","Chabahar / Chah Bahar port area","Pier strike (reported)","Reuters reported CENTCOM said it sank an Iranian Jamaran-class corvette in the Gulf of Oman at a Chah Bahar pier; CTP-ISW also assessed the U.S. sank the IRGC Navy Jamaran (Moudge-class) near the Imam Ali Base in Chabahar.","Warship at pier","U.S. forces (platform not specified publicly)","Warship reported sunk (CENTCOM)","CHABAHAR;JAMARAN;MOUDGE;WARSHIP SUNK","curated","FALSE","FALSE","FALSE","FALSE"
